Survived,Pclass,Ticket_num,Cabin_quant,Cabin_num,Cabin_dist,Sex_F,Sex_M,Ticket_pref_C,Ticket_pref_STON/O2,Honorific_Mr,Cabin_pref_A,Cabin_pref_B,Cabin_pref_C,Cabin_pref_D,Cabin_pref_E,Cabin_pref_F,Cabin_pref_G,Cabin_pref_T,(Fare)(Equal_Ticket^-1),(Fare^-1)(Equal_Ticket),(Age)(Fare^-1)(Age_min^-1),(Fare^-1)(Equal_Ticket)(Age_max),(Fare^-1)(Equal_Ticket^2),(Fare^-1)(Size_Family)(Age_min),(Fare^-1)(Equal_Ticket)(Age_max^-1),(Age)(Fare^-1)(Equal_Ticket^-1),(Fare^-1)(Age_max)(Age_min^-1),(Fare^-1)(Size_Family)(Age_max),(Fare)(Size_Family^-1)(Age_max^-1),(Fare^-2)(Age_min),(Age)(Fare^-1)(Equal_Ticket),(Age)(Fare^-1)(Size_Family),(Age^-1)(Fare)(Equal_Ticket^-1),(Age^-1)(Fare)(Size_Family^-1),(Age^-1)(Size_Family^-1)(Equal_Ticket),(Fare)(Size_Family^-1)(Age_min^-1),(Age^-1)(Fare)(Age_min),(Size_Family^2)(Age_min^-1),(Fare)(Age_max^-1)(Age_min),(Fare)(Age_max^2),(Fare^2)(Age_min^-1),(Fare)(Equal_Ticket^-1)(Age_max^-1),(Size_Family^-2)(Age_min),(Fare)(Equal_Ticket^-1)(Age_min^-1),(Age)(Size_Family)(Equal_Ticket^-1),(Fare)(Equal_Ticket^-1)(Age_max),(Fare)(Equal_Ticket^-2)
0,3,0.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0.39635,2.5230225810521008,1.195115959445732,123.62810647155294,10.092090324208403,5.992178629998739,0.051490256756165316,5.6768008073672265,1.6266856114678019,15.453513308944117,0.06471020408163264,7.55920099659233,90.82881291787562,11.353601614734453,0.011009722222222221,0.08807777777777777,0.2222222222222222,0.16688421052631577,0.8367388888888888,0.013157894736842105,0.6147469387755101,3806.5454,0.1322891136842105,0.00808877551020408,76.0,0.02086052631578947,4.5,19.421149999999997,0.0990875
0,3,2343.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,6.322727272727272,0.15815959741193386,0.014378145219266713,7.125029660614924,1.7397555715312725,0.024442846872753415,0.0035107865433568076,0.00022220769884321288,3.810176289098889,6.4772996914681125,0.1543853222226537,3.514428019087479e-05,0.026887131560028758,0.024442846872753415,37.19251336898395,40.91176470588235,6.470588235294118,40.911764705882355,69.55,588.2352941176471,0.2624550477785113,141149.51358505443,28454.13235294117,0.1403502929296852,0.0017000000000000001,37.19251336898395,0.15454545454545457,284.83645691653436,0.574793388429752
0,2,2131.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,15.05,0.06644518272425248,0.06644518272425248,1.8588844176671417,0.06644518272425248,0.9294422088335709,0.0023750601518301925,1.8588844176671417,0.06644518272425248,0.9294422088335709,1.0759141240798367,0.1235139147951589,1.8588844176671417,0.9294422088335709,0.5379570620399183,1.0759141240798367,0.07148931057008881,1.0759141240798367,15.050000000000002,0.008936163821261101,15.05,11779.158714920275,8.09625378370077,0.5379570620399183,111.90484194356195,0.5379570620399183,13.988105242945243,421.0419678126519,15.05
0,3,347077.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,4.483928571428571,0.22301871764237358,0.0955794504181601,8.920748705694944,1.5611310234966151,0.5734767025089607,0.0055754679410593404,0.040962621607782905,0.4247975574140449,7.6463560334528085,0.13078125,0.003045143780745842,2.0071684587813623,1.7204301075268817,0.4982142857142856,0.5812499999999999,0.1296296296296296,1.74375,10.462499999999999,12.0,2.3540625000000004,50220.0,328.39171874999994,0.11209821428571427,0.08333333333333333,1.494642857142857,7.7142857142857135,179.35714285714283,0.6405612244897958
1,2,230136.0,1.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.75,0.10256410256410256,0.02564102564102564,3.692307692307692,0.41025641025641024,0.07692307692307693,0.0028490028490028487,0.00641025641025641,0.923076923076923,2.769230769230769,0.3611111111111111,0.0006574621959237343,0.10256410256410256,0.07692307692307693,9.75,13.0,1.3333333333333333,13.0,39.0,9.0,1.0833333333333333,50544.0,1521.0,0.2708333333333333,0.1111111111111111,9.75,0.75,351.0,2.4375
1,3,315153.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.341666666666666,0.13620885357548243,0.045402951191827474,3.9500567536889903,0.40862656072644726,0.3632236095346198,0.004696857019844221,0.060537268255769966,0.3291713961407492,2.6333711691259936,0.3797413793103448,0.008245711907709872,0.5448354143019297,0.3632236095346198,1.8354166666666665,2.753125,0.375,2.753125,22.025,1.0,3.0379310344827584,18523.024999999998,121.27515624999998,0.25316091954022985,1.0,1.8354166666666665,2.6666666666666665,212.9083333333333,2.447222222222222
0,1,113767.0,1.0,32.0,3.0,0,1,0,0,1,1,0,0,0,0,0,0,0,50.0,0.02,0.02,0.8998573691387657,0.02,0.44992868456938284,0.0004445148906018645,0.8998573691387657,0.02,0.44992868456938284,2.2225744530093223,0.017997147382775313,0.8998573691387657,0.44992868456938284,1.1112872265046612,2.2225744530093223,0.04445148906018645,2.2225744530093223,50.00000000000001,0.005556436132523306,50.0,101217.91059916759,55.56436132523306,1.1112872265046612,179.97147382775313,1.1112872265046612,22.49643422846914,2249.6434228469143,50.0
1,3,370365.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0.12903225806451613,0.06451612903225806,4.649284408029119,0.25806451612903225,1.8342238488201468,0.0035810507940695568,0.9171119244100734,0.08176587415135171,2.3246422040145593,0.43017372663760556,0.1183370225045256,3.6684476976402935,1.8342238488201468,0.27259486366488034,0.5451897273297607,0.07034706159093686,0.5451897273297607,15.5,0.03517353079546843,12.230041082285284,20123.676671605346,8.450440773611291,0.21508686331880278,28.430469656712276,0.27259486366488034,14.215234828356138,279.24764475724896,3.875
1,1,111428.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,26.55,0.03766478342749529,0.037664783427495296,1.694915254237288,0.03766478342749529,0.847457627118644,0.0008369951872776732,1.694915254237288,0.03766478342749529,0.847457627118644,1.1800000000000002,0.06383861597880557,1.694915254237288,0.847457627118644,0.5900000000000001,1.1800000000000002,0.044444444444444446,1.1800000000000002,26.55,0.005555555555555556,26.55,53763.75,15.664500000000002,0.5900000000000001,180.0,0.5900000000000001,22.5,1194.75,26.55
0,3,364849.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.75,0.12903225806451613,0.08064516129032258,5.161290322580645,0.25806451612903225,4.129032258064516,0.0032258064516129032,1.2903225806451613,0.08064516129032258,5.161290322580645,0.19375,0.13319458896982309,5.161290322580645,5.161290322580645,0.19375,0.19375,0.025,0.2421875,12.4,0.125,12.4,24800.0,7.5078125,0.19375,8.0,0.2421875,40.0,310.0,3.875
0,3,349247.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.8958,0.12664961118569365,0.12664961118569365,4.559386002684971,0.12664961118569365,2.2796930013424856,0.0035180447551581566,4.559386002684971,0.12664961118569365,2.2796930013424856,0.4386555555555556,0.5774444644855456,4.559386002684971,2.2796930013424856,0.2193277777777778,0.4386555555555556,0.05555555555555555,0.4386555555555556,7.8958,0.006944444444444444,7.8958,10232.9568,1.731768267777778,0.2193277777777778,144.0,0.2193277777777778,18.0,284.2488,7.8958
1,2,234604.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.07692307692307693,0.07692307692307693,2.4615384615384617,0.07692307692307693,1.2307692307692308,0.002403846153846154,2.4615384615384617,0.07692307692307693,1.2307692307692308,0.8125,0.18934911242603553,2.4615384615384617,1.2307692307692308,0.40625,0.8125,0.0625,0.8125,13.0,0.0078125,13.0,13312.0,5.28125,0.40625,128.0,0.40625,16.0,416.0,13.0
0,2,28424.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,0.07692307692307693,0.07692307692307693,1.4615384615384617,0.07692307692307693,0.7307692307692308,0.004048582995951417,1.4615384615384617,0.07692307692307693,0.7307692307692308,1.3684210526315788,0.1124260355029586,1.4615384615384617,0.7307692307692308,0.6842105263157894,1.3684210526315788,0.10526315789473684,1.3684210526315788,13.0,0.013157894736842105,13.0,4693.0,8.894736842105262,0.6842105263157894,76.0,0.6842105263157894,9.5,247.0,13.0
1,3,350046.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8542,0.1273204145552698,0.1273204145552698,2.419087876550126,0.1273204145552698,2.419087876550126,0.0067010744502773575,2.419087876550126,0.1273204145552698,2.419087876550126,0.413378947368421,0.3079992712879894,2.419087876550126,2.419087876550126,0.413378947368421,0.413378947368421,0.05263157894736842,0.413378947368421,7.854199999999999,0.05263157894736842,7.8542,2835.3662,3.246760928421052,0.413378947368421,19.0,0.413378947368421,19.0,149.22979999999998,7.8542
1,2,230080.0,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.666666666666666,0.11538461538461539,0.057692307692307696,4.211538461538462,0.34615384615384615,0.15384615384615385,0.003161222339304531,0.038461538461538464,0.701923076923077,2.807692307692308,0.3561643835616438,0.002958579881656805,0.34615384615384615,0.23076923076923078,2.8888888888888884,4.333333333333333,0.5,6.5,17.333333333333332,2.0,1.4246575342465753,34638.5,338.0,0.2374429223744292,0.5,4.333333333333333,2.0,316.3333333333333,2.888888888888889
1,1,17610.0,1.0,4.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,27.7208,0.0360739949784999,0.0360739949784999,1.5872557790539954,0.0360739949784999,0.7936278895269977,0.0008198635222386341,1.5872557790539954,0.0360739949784999,0.7936278895269977,1.2600363636363636,0.05725865700318877,1.5872557790539954,0.7936278895269977,0.6300181818181818,1.2600363636363636,0.045454545454545456,1.2600363636363636,27.720800000000004,0.005681818181818182,27.7208,53667.4688,17.464608014545455,0.6300181818181818,176.0,0.6300181818181818,22.0,1219.7152,27.7208
1,1,17569.0,1.0,80.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,48.840266666666665,0.020474908681907277,0.010182964904872669,1.1875447035506221,0.061424726045721835,0.13265547787149393,0.0003530156669294358,0.13194941150562467,0.010182964904872669,0.19792411725843703,5.052441379310345,0.0018107391970490733,1.1875447035506221,0.19792411725843703,0.8420735632183908,5.052441379310345,0.10344827586206896,7.5383242067750915,98.20322561668539,0.006431104156180463,98.2032256166854,492895.9712,552.2606467180259,0.8420735632183909,155.4942939369087,1.2563873677958486,9.666666666666666,2832.7354666666665,16.28008888888889
0,3,368703.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.75,0.12903225806451613,0.12903225806451613,4.912880782442826,0.12903225806451613,2.456440391221413,0.003388912607187134,4.912880782442826,0.12903225806451613,2.456440391221413,0.4070931269383545,0.6339201009603647,4.912880782442826,2.456440391221413,0.20354656346917724,0.4070931269383545,0.05252814541140058,0.4070931269383545,7.750000000000001,0.006566018176425072,7.75,11235.115943439681,1.5774858668861236,0.20354656346917724,152.29930425572763,0.20354656346917724,19.037413031965954,295.0799019954723,7.75
0,3,4579.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,8.4042,0.1189881249851265,0.11898812498512648,4.997501249375313,0.1189881249851265,4.997501249375313,0.002833050594883964,4.997501249375313,0.1189881249851265,4.997501249375313,0.20009999999999997,0.5946433032739955,4.997501249375313,4.997501249375313,0.20009999999999997,0.20009999999999997,0.023809523809523808,0.20009999999999997,8.404199999999998,0.023809523809523808,8.4042,14825.0088,1.6816804199999997,0.20009999999999997,42.0,0.20009999999999997,42.0,352.97639999999996,8.4042
1,3,370370.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0.12903225806451613,0.12903225806451613,3.178729862573252,0.12903225806451613,1.589364931286626,0.005237728382414318,3.178729862573252,0.1290322580645161,1.589364931286626,0.6291821219375199,0.41015869194493576,3.178729862573252,1.589364931286626,0.31459106096875994,0.6291821219375199,0.08118478992742192,0.6291821219375199,7.749999999999999,0.01014809874092774,7.749999999999999,4703.404727449266,2.4380807225078893,0.31459106096875994,98.54062573977082,0.31459106096875994,12.317578217471352,190.92246237080596,7.75
0,2,248747.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.07692307692307693,0.07692307692307693,1.8461538461538463,0.07692307692307693,0.9230769230769231,0.003205128205128205,1.8461538461538463,0.07692307692307693,0.9230769230769231,1.0833333333333333,0.14201183431952663,1.8461538461538463,0.9230769230769231,0.5416666666666666,1.0833333333333333,0.08333333333333333,1.0833333333333333,13.0,0.010416666666666666,13.0,7488.0,7.041666666666666,0.5416666666666666,96.0,0.5416666666666666,12.0,312.0,13.0
0,3,345770.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,9.5,0.10526315789473684,0.10526315789473684,2.9473684210526314,0.10526315789473684,1.4736842105263157,0.0037593984962406013,2.9473684210526314,0.10526315789473684,1.4736842105263157,0.6785714285714285,0.31024930747922436,2.9473684210526314,1.4736842105263157,0.33928571428571425,0.6785714285714285,0.07142857142857142,0.6785714285714285,9.5,0.008928571428571428,9.5,7448.0,3.223214285714285,0.33928571428571425,112.0,0.33928571428571425,14.0,266.0,9.5
0,3,2343.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,6.322727272727272,0.15815959741193386,1.1075544015477095,7.125029660614924,1.7397555715312725,0.024442846872753415,0.0035107865433568076,0.017116749842100966,3.810176289098889,6.4772996914681125,0.1543853222226537,3.514428019087479e-05,2.0711267308942167,1.882842482631106,0.48282897665477287,0.5311118743202502,0.0840004402231884,40.911764705882355,0.9028901863444254,588.2352941176471,0.2624550477785113,141149.51358505443,28454.13235294117,0.1403502929296852,0.0017000000000000001,37.19251336898395,11.904699515181223,284.83645691653436,0.574793388429752
0,3,3101264.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,6.4958,0.15394562640475384,0.15394562640475384,5.234151297761631,0.15394562640475384,2.6170756488808156,0.0045278125413162895,5.234151297761631,0.15394562640475384,2.6170756488808156,0.3821058823529412,0.8057747002311696,5.234151297761631,2.6170756488808156,0.1910529411764706,0.3821058823529412,0.058823529411764705,0.3821058823529412,6.4958,0.007352941176470588,6.4958,7509.1448,1.2410416952941177,0.1910529411764706,136.0,0.1910529411764706,17.0,220.8572,6.4958
0,3,2628.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.225,0.1384083044982699,0.1384083044982699,6.297577854671281,0.1384083044982699,3.1487889273356404,0.0030419407582037345,6.297577854671281,0.1384083044982699,3.1487889273356404,0.31758241758241756,0.871637073310904,6.297577854671281,3.1487889273356404,0.15879120879120878,0.31758241758241756,0.04395604395604396,0.31758241758241756,7.2250000000000005,0.005494505494505495,7.225,14957.55625,1.1472664835164834,0.15879120879120878,182.0,0.15879120879120878,22.75,328.7375,7.225
1,3,3540.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,8.05,0.12422360248447203,0.12422360248447203,2.2360248447204967,0.12422360248447203,1.1180124223602483,0.006901311249137335,2.2360248447204967,0.12422360248447203,1.1180124223602483,0.8944444444444445,0.2777670614559623,2.2360248447204967,1.1180124223602483,0.44722222222222224,0.8944444444444445,0.1111111111111111,0.8944444444444445,8.05,0.013888888888888888,8.05,2608.2000000000003,3.6001388888888894,0.44722222222222224,72.0,0.44722222222222224,9.0,144.9,8.05
0,3,347054.0,1.0,6.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.23125,0.19115890083632017,0.09557945041816009,5.543608124253285,0.38231780167264034,0.19115890083632017,0.006591686235735178,0.09557945041816009,1.3859020310633212,2.7718040621266424,0.3607758620689655,0.018270862684475045,0.38231780167264034,0.19115890083632017,2.615625,5.23125,1.0,5.23125,10.4625,0.5,0.721551724137931,8798.9625,54.731953125000004,0.18038793103448275,2.0,2.615625,1.0,151.70625,2.615625
0,3,3101278.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.925,0.12618296529968454,0.06309148264984227,4.16403785488959,0.25236593059936907,2.0189274447949526,0.003823726221202562,1.0094637223974763,0.06506309148264984,2.082018927444795,0.4803030303030303,0.12737712585457114,4.037854889589905,2.0189274447949526,0.24765625,0.4953125,0.0625,0.4953125,15.85,0.03125,15.36969696969697,17260.649999999998,7.850703125,0.24015151515151514,32.0,0.24765625,16.0,261.525,3.9625
1,3,2699.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,9.39375,0.10645375914836992,0.1258089880844372,2.767797737857618,0.21290751829673984,0.29274783765801726,0.004094375351860382,0.6919494344644045,0.1258089880844372,0.6919494344644045,1.4451923076923079,0.03116410780125267,2.767797737857618,0.6919494344644045,0.36129807692307697,1.4451923076923079,0.15384615384615385,3.4159090909090915,7.948557692307694,0.022727272727272728,7.948557692307694,12700.35,32.08819602272728,0.36129807692307697,44.0,0.8539772727272729,6.5,244.2375,4.696875
1,3,367231.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0.12903225806451613,0.12903225806451613,2.064516129032258,0.12903225806451613,1.032258064516129,0.008064516129032258,2.064516129032258,0.12903225806451613,1.032258064516129,0.96875,0.26638917793964617,2.064516129032258,1.032258064516129,0.484375,0.96875,0.125,0.96875,7.75,0.015625,7.75,1984.0,3.75390625,0.484375,64.0,0.484375,8.0,124.0,7.75
1,1,112277.0,1.0,31.0,3.0,0,1,0,0,1,1,0,0,0,0,0,0,0,31.0,0.03225806451612903,0.03225806451612903,1.2903225806451613,0.03225806451612903,0.6451612903225806,0.0008064516129032258,1.2903225806451613,0.03225806451612903,0.6451612903225806,1.55,0.04162330905306972,1.2903225806451613,0.6451612903225806,0.775,1.55,0.05,1.55,31.0,0.00625,31.0,49600.0,24.025000000000002,0.775,160.0,0.775,20.0,1240.0,31.0
0,3,3101311.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.05,0.14184397163120568,0.14184397163120566,3.4042553191489366,0.14184397163120568,1.7021276595744683,0.00591016548463357,3.4042553191489366,0.14184397163120568,1.7021276595744683,0.5874999999999999,0.48287309491474284,3.4042553191489366,1.7021276595744683,0.29374999999999996,0.5874999999999999,0.08333333333333333,0.5874999999999999,7.049999999999999,0.010416666666666666,7.05,4060.7999999999997,2.0709374999999994,0.29374999999999996,96.0,0.29374999999999996,12.0,169.2,7.05
1,2,13528.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0.09523809523809523,0.05376344086021505,3.333333333333333,0.19047619047619047,0.738095238095238,0.0027210884353741495,0.8333333333333333,0.05376344086021505,0.8333333333333333,1.2,0.07029478458049886,3.333333333333333,0.8333333333333333,0.3,1.2,0.11428571428571428,1.3548387096774193,18.599999999999998,0.008064516129032258,18.599999999999998,25725.0,14.225806451612902,0.3,124.0,0.3387096774193548,8.75,367.5,5.25
0,3,21174.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.25,0.13793103448275862,0.13793103448275862,3.0344827586206895,0.13793103448275862,1.5172413793103448,0.006269592476489028,3.0344827586206895,0.13793103448275862,1.5172413793103448,0.6590909090909091,0.41854934601664684,3.0344827586206895,1.5172413793103448,0.32954545454545453,0.6590909090909091,0.09090909090909091,0.6590909090909091,7.25,0.011363636363636364,7.25,3509.0,2.3892045454545454,0.32954545454545453,88.0,0.32954545454545453,11.0,159.5,7.25
0,2,250646.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,0.07692307692307693,0.07692307692307693,2.307692307692308,0.07692307692307693,1.153846153846154,0.002564102564102564,2.307692307692308,0.07692307692307693,1.153846153846154,0.8666666666666667,0.1775147928994083,2.307692307692308,1.153846153846154,0.43333333333333335,0.8666666666666667,0.06666666666666667,0.8666666666666667,13.0,0.008333333333333333,13.0,11700.0,5.633333333333334,0.43333333333333335,120.0,0.43333333333333335,15.0,390.0,13.0
0,3,367229.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.75,0.12903225806451613,0.12903225806451613,4.7659319123814115,0.12903225806451613,4.7659319123814115,0.0034934035834575435,4.7659319123814115,0.12903225806451613,4.7659319123814115,0.20982255273141873,0.6149589564363112,4.7659319123814115,4.7659319123814115,0.20982255273141873,0.20982255273141873,0.027073877771795964,0.20982255273141873,7.75,0.027073877771795964,7.75,10573.061897531781,1.626124783668495,0.20982255273141873,36.93597232095594,0.20982255273141873,36.93597232095594,286.25378548740855,7.75
1,1,35273.0,1.0,36.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,37.75833333333333,0.026484219819024497,0.011898707454924048,1.5360847495034207,0.07945265945707349,0.2030456852791878,0.0004566244796383534,0.09122342382108438,0.022262097818890155,0.5120282498344736,1.9530172413793103,0.0017925021874128251,0.8210108143897594,0.2736702714632531,1.218010752688172,3.6540322580645164,0.0967741935483871,4.925,84.04274193548387,0.043478260869565216,44.91939655172414,381057.10000000003,557.879375,0.6510057471264368,23.0,1.6416666666666666,10.333333333333332,2189.983333333333,12.58611111111111
1,3,3101283.0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,7.925,0.12618296529968454,0.12618296529968454,3.4069400630914823,0.12618296529968454,1.7034700315457412,0.004673443159247575,3.4069400630914823,0.12618296529968454,1.7034700315457412,0.587037037037037,0.4298977997591776,3.4069400630914823,1.7034700315457412,0.2935185185185185,0.587037037037037,0.07407407407407407,0.587037037037037,7.924999999999999,0.009259259259259259,7.925,5777.325,2.326134259259259,0.2935185185185185,108.0,0.2935185185185185,13.5,213.975,7.925
0,2,243847.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,13.5,0.07407407407407407,0.06481481481481481,3.1111111111111107,0.14814814814814814,0.8888888888888888,0.001763668430335097,0.7777777777777777,0.06481481481481481,1.5555555555555554,0.6428571428571428,0.03292181069958847,3.1111111111111107,1.5555555555555554,0.3214285714285714,0.6428571428571428,0.047619047619047616,1.125,15.428571428571427,0.041666666666666664,15.428571428571427,47628.0,30.375,0.3214285714285714,24.0,0.5625,21.0,567.0,6.75
1,1,11813.0,1.0,15.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,38.14585,0.026215171506205785,0.013107585753102892,1.572910290372347,0.05243034301241157,0.20972137204964628,0.00043691952510342973,0.20972137204964628,0.024576723287067923,0.39322757259308677,2.5430566666666667,0.00549788173679827,0.8388854881985851,0.20972137204964628,1.1920578125,4.76823125,0.125,4.76823125,76.2917,0.0078125,40.68890666666667,274650.12,181.88823402781253,0.6357641666666667,128.0,1.1920578125,8.0,2288.751,19.072925
0,2,14208.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,10.5,0.09523809523809523,0.09523809523809522,2.8571428571428568,0.09523809523809523,1.4285714285714284,0.003174603174603174,2.8571428571428568,0.09523809523809523,1.4285714285714284,0.7,0.27210884353741494,2.8571428571428568,1.4285714285714284,0.35,0.7,0.06666666666666667,0.7,10.5,0.008333333333333333,10.5,9450.0,3.675,0.35,120.0,0.35,15.0,315.0,10.5
1,3,392089.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,8.05,0.12422360248447203,0.12422360248447203,1.9875776397515525,0.12422360248447203,0.9937888198757763,0.007763975155279502,1.9875776397515525,0.12422360248447203,0.9937888198757763,1.00625,0.24690405462752202,1.9875776397515525,0.9937888198757763,0.503125,1.00625,0.125,1.00625,8.05,0.015625,8.05,2060.8,4.050156250000001,0.503125,64.0,0.503125,8.0,128.8,8.05
0,2,220367.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,0.07692307692307693,0.07692307692307693,2.076923076923077,0.07692307692307693,1.0384615384615385,0.002849002849002849,2.076923076923077,0.07692307692307693,1.0384615384615385,0.9629629629629629,0.15976331360946747,2.076923076923077,1.0384615384615385,0.48148148148148145,0.9629629629629629,0.07407407407407407,0.9629629629629629,13.0,0.009259259259259259,13.0,9477.0,6.259259259259259,0.48148148148148145,108.0,0.48148148148148145,13.5,351.0,13.0
0,3,21440.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,8.05,0.12422360248447203,0.12422360248447205,6.335403726708074,0.12422360248447203,3.167701863354037,0.002435756911460236,6.335403726708074,0.12422360248447203,3.167701863354037,0.31568627450980397,0.7870066741252264,6.335403726708074,3.167701863354037,0.15784313725490198,0.31568627450980397,0.0392156862745098,0.31568627450980397,8.05,0.004901960784313725,8.05,20938.050000000003,1.270637254901961,0.15784313725490198,204.0,0.15784313725490198,25.5,410.55,8.05
0,3,349234.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.8958,0.12664961118569365,0.12664961118569365,3.675455243017483,0.12664961118569365,1.8377276215087415,0.004364118987426092,3.675455243017483,0.12664961118569365,1.8377276215087415,0.5441502801046315,0.46549497745858337,3.675455243017483,1.8377276215087415,0.27207514005231576,0.5441502801046315,0.06891642140183787,0.5441502801046315,7.8958,0.008614552675229734,7.8958,6649.832323873805,2.148250890825075,0.27207514005231576,116.08263803126978,0.27207514005231576,14.510329753908723,229.141323341825,7.8958
1,1,19943.0,1.0,93.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,45.0,0.022222222222222223,0.012063492063492064,0.8444444444444444,0.044444444444444446,0.3888888888888889,0.0005847953216374269,0.2111111111111111,0.012063492063492063,0.4222222222222222,2.3684210526315788,0.004320987654320988,0.8444444444444444,0.4222222222222222,1.1842105263157894,2.3684210526315788,0.05263157894736842,2.571428571428571,82.89473684210526,0.02857142857142857,82.89473684210526,129960.0,231.42857142857142,1.1842105263157894,35.0,1.2857142857142856,19.0,1710.0,22.5
0,3,4348.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,9.35,0.10695187165775401,0.10695187165775401,2.3529411764705883,0.10695187165775401,1.1764705882352942,0.004861448711716091,2.3529411764705883,0.10695187165775401,1.1764705882352942,0.85,0.2516514627241271,2.3529411764705883,1.1764705882352942,0.425,0.85,0.09090909090909091,0.85,9.35,0.011363636363636364,9.35,4525.4,3.97375,0.425,88.0,0.425,11.0,205.7,9.35
1,2,751.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,5.25,0.19047619047619047,0.09523809523809523,6.1528467054758496,0.38095238095238093,0.9047619047619047,0.005896649286911833,0.9047619047619047,0.16191701856515392,1.5382116763689624,0.6501055838820297,0.17233560090702946,3.6190476190476186,0.9047619047619047,0.2763157894736842,1.1052631578947367,0.21052631578947367,1.1052631578947367,10.5,0.013157894736842105,6.176003046879281,10956.203644482139,5.802631578947368,0.16252639597050741,76.0,0.2763157894736842,4.75,169.58783731967813,2.625
0,3,21173.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,7.25,0.13793103448275862,0.13793103448275862,2.8275862068965516,0.13793103448275862,1.4137931034482758,0.006728343145500421,2.8275862068965516,0.13793103448275862,1.4137931034482758,0.7073170731707318,0.3900118906064209,2.8275862068965516,1.4137931034482758,0.3536585365853659,0.7073170731707318,0.0975609756097561,0.7073170731707318,7.25,0.012195121951219513,7.25,3046.8125,2.564024390243903,0.3536585365853659,82.0,0.3536585365853659,10.25,148.625,7.25
0,2,236171.0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,0.07692307692307693,0.07692307692307693,1.3846153846153846,0.07692307692307693,0.6923076923076923,0.004273504273504274,1.3846153846153846,0.07692307692307693,0.6923076923076923,1.4444444444444444,0.10650887573964497,1.3846153846153846,0.6923076923076923,0.7222222222222222,1.4444444444444444,0.1111111111111111,1.4444444444444444,13.0,0.013888888888888888,13.0,4212.0,9.38888888888889,0.7222222222222222,72.0,0.7222222222222222,9.0,234.0,13.0
